
DPS Ranking:
111749061 100.0%  Raid
  34053   0.4%  Naraxas_Spiked_Tongue_920
  33799   0.4%  Mark_of_Dargrul_865
  34131   0.4%  Vindictive_Combatants_Accolade_of_Conquest_865
  33848   0.4%  Spiked_Counterweight_865
  34018   0.4%  Naraxas_Spiked_Tongue_900
  34019   0.4%  Naraxas_Spiked_Tongue_905
  34050   0.4%  Obelisk_of_the_Void_885
  33823   0.4%  Spiked_Counterweight_870
  33991   0.4%  Naraxas_Spiked_Tongue_895
  34047   0.4%  Vindictive_Combatants_Insignia_of_Conquest_880
  33966   0.4%  Naraxas_Spiked_Tongue_890
  34057   0.4%  Vindictive_Combatants_Insignia_of_Conquest_875
  33956   0.4%  Naraxas_Spiked_Tongue_885
  33994   0.4%  Vindictive_Combatants_Insignia_of_Conquest_870
  33979   0.3%  Obelisk_of_the_Void_880
  33907   0.3%  Naraxas_Spiked_Tongue_870
  33938   0.3%  Obelisk_of_the_Void_875
  33904   0.3%  Naraxas_Spiked_Tongue_880
  33907   0.3%  Naraxas_Spiked_Tongue_875
  33878   0.3%  Naraxas_Spiked_Tongue_865
  33907   0.3%  Obelisk_of_the_Void_870
  33903   0.3%  Obelisk_of_the_Void_865
  33922   0.3%  Vindictive_Combatants_Insignia_of_Conquest_865
  33357   0.3%  Figurehead_of_the_Naglfar_915
  33345   0.3%  Figurehead_of_the_Naglfar_920
  33338   0.3%  Figurehead_of_the_Naglfar_900
  33336   0.3%  Figurehead_of_the_Naglfar_905
  33335   0.3%  Figurehead_of_the_Naglfar_895
  33323   0.3%  Figurehead_of_the_Naglfar_910
  33335   0.3%  Figurehead_of_the_Naglfar_870
  33325   0.3%  Figurehead_of_the_Naglfar_885
  33302   0.3%  Figurehead_of_the_Naglfar_890
  33277   0.3%  Figurehead_of_the_Naglfar_880
  33281   0.3%  Figurehead_of_the_Naglfar_865
  33278   0.3%  Figurehead_of_the_Naglfar_875
  32978   0.3%  Baseline

Player: Baseline tauren druid guardian 110
  DPS: 379202.6  DPS-Error=150.2/0.040%  DPS-Range=27140/7.2%  DPS-Convergence=68.6%
  HPS: 25425.7 HPS-Error=43.5/0.2%
  DPR=59080.7  RPS-Out=6.4 RPS-In=6.4  Resource=(rage) Waiting=0.0 ApM=65.0
  DTPS: 1951685.6  DTPS-error=1343.1/0.1% 
  TMI: 1737934.6  TMI-error=3313.3/0.2%  TMI-min=1286098.7  TMI-max=2579401.2 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=32695|31070(31070)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1068000  mana=704000|704000
  Generic Stats: mastery=12.40%|12.40%(6716)  versatility=13.42%|12.63%(6000)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=48960|46527(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%  manareg=0|0(0)
  Attack Stats:  power=40800|38772(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=26.89%|26.22%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=6.71%|6.32%(6000)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.33sec  DPE= 214848| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_form                    Count= 23.0| 13.14sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_melee                   Count= 97.8|  3.03sec  DPE=  48584| 4%  DPET=  23420  DPR=   0.0  pDPS=15864  Miss=0.00%  Hit=37960|26019|46463  Crit=77459|53080|94785|26.9%
    brambles                     Count=231.3|  1.29sec  DPE=   9792|23%  DPET=      0  DPR=   0.0  pDPS= 7560  Miss=0.00%  Hit=9792|9792|9792
    brambles_pulse               Count=  0.0|  0.00sec  DPE=      0| 1%  DPET=      0  DPR=   0.0  pDPS= 2854  Miss=0.00%  Hit=13265|12994|16243  Crit=27051|26508|33135|26.9%
    brambles_reflect             Count=231.3|  1.29sec  DPE=  19002| 4%  DPET=      0  DPR=   0.0  pDPS=14670  Miss=0.00%  Hit=14852|14438|18048  Crit=30293|29454|36817|26.9%
    cat_form                     Count= 21.4| 13.68sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    cat_melee                    Count=117.1|  2.54sec  DPE=  36334| 4%  DPET=  43982  DPR=   0.0  pDPS=14215  Miss=0.00%  Hit=29068|20816|29736  Crit=59312|42464|60662|26.9%  Parry=3.0%
    dash                         Count=  2.0|186.70sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    ferocious_bite               Count=  4.2| 44.63sec  DPE= 497129| 2%  DPET= 494973  DPR=   0.0  pDPS= 7027  Miss=0.00%  Hit=400525|63679|454853  Crit=818666|129906|927901|25.8%  Parry=2.8%
    leech                        Count=199.7|  1.85sec  DPE=  33828|69%  DPET=      0  DPR=   0.0  pDPS=22625  Miss=0.00%  Hit=33829|  20|144613
    mangle                       Count= 44.8|  6.59sec  DPE= 253372|10%  DPET= 202189  DPR=   0.0  pDPS=37858  Miss=0.00%  Hit=198060|129866|240997  Crit=403991|264926|491635|26.9%
    maul                         Count= 65.6|  4.48sec  DPE=  54070| 3%  DPET=      0  DPR=2703.5  pDPS=11837  Miss=0.00%  Hit=39342|25705|47702  Crit=80248|52438|97312|36.0%
    moonfire                     Count= 36.1|  8.11sec  DPE= 716318|23%  DPET= 572006  DPR=   0.0  pDPS=86247  Miss=0.00%  Hit=100165|47170|250001  Crit=204318|96227|510003|26.9%  TickCount=177  MissTick=0.0%  Tick=47589|54|57872  CritTick=97074|55|118058|26.9%  UpTime=98.3%
    natures_guardian             Count=199.7|  1.85sec  DPE=   4187| 8%  DPET=      0  DPR=   0.0  pDPS= 2801  Miss=0.00%  Hit=4188|   3|17925
    potion                       Count=  2.0|  0.00sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    potion_of_the_old_war        Count= 23.4|  6.36sec  DPE= 230568| 5%  DPET=      0  DPR=   0.0  pDPS=18300  Miss=0.00%  Hit=182100|119284|213008  Crit=371393|243340|434536|26.6%  Parry=1.1%
    rage_of_the_sleeper          Count=  3.5| 96.80sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.5|  9.62sec  DPE= 169198| 4%  DPET=      0  DPR=   0.0  pDPS=14969  Miss=0.00%  Hit=169198|169198|169198
    rake                         Count= 21.0| 14.84sec  DPE= 611197|11%  DPET= 608466  DPR=   0.0  pDPS=42915  Miss=0.00%  Hit=85194|55305|158015  Crit=173733|112822|322350|26.2%  Parry=3.0%  TickCount=96  MissTick=0.0%  Tick=86848|28|167495  CritTick=177108|57|341691|26.9%  UpTime=94.1%
    rip                          Count=  9.3| 26.06sec  DPE=1359380|11%  DPET=1353342  DPR=   0.0  pDPS=42371  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=73551|250|89275  CritTick=150065|947|182122|26.9%  UpTime=89.9%
    shred                        Count= 47.8|  6.25sec  DPE= 190378| 8%  DPET= 189529  DPR=   0.0  pDPS=30384  Miss=0.00%  Hit=153388|104161|157730  Crit=312891|212488|321768|26.1%  Parry=3.0%
    swipe_bear                   Count=  5.6| 48.51sec  DPE= 118929| 1%  DPET= 100067  DPR=   0.0  pDPS= 2228  Miss=0.00%  Hit=93297|65621|95547  Crit=190074|131293|194916|26.5%
    thrash_bear                  Count= 35.5|  8.38sec  DPE= 316501|10%  DPET= 253622  DPR=   0.0  pDPS=37463  Miss=0.00%  Hit=163893|105334|199381  Crit=334582|214880|406738|26.8%  TickCount=97  MissTick=0.0%  Tick=30386|1575|37615  CritTick=61989|634|76735|26.8%  UpTime=97.6%
  Constant Buffs: defiled_augmentation/flask_of_the_seventh_demon/seedbattered_fish_plate
  Dynamic Buffs:
    barkskin              : start= 4.0 refresh=  0.0 interval= 84.3 trigger= 84.3 uptime=17.48%  benefit=18%
    bear_form             : start=23.0 refresh=  0.0 interval= 13.1 trigger= 13.1 uptime=62.22%  benefit=62%
    bloodlust             : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime=13.56%  benefit=43%
    cat_form              : start=23.4 refresh=  0.0 interval= 13.1 trigger= 13.2 uptime=37.78%  benefit=38%
    dash                  : start= 2.0 refresh=  0.0 interval=186.8 trigger=186.8 uptime=10.17%  benefit=10%
    galactic_guardian     : start=36.6 refresh= 44.6 interval=  8.1 trigger=  3.6 uptime=53.24%
    gory_fur              : start= 1.0 refresh=  5.7 interval=  0.0 trigger= 37.9 uptime=86.16%  benefit=86%
    guardian_of_elune     : start= 1.0 refresh= 43.8 interval=229.1 trigger=  6.6 uptime=97.71%  benefit=98%
    mangle                : start=15.3 refresh=  0.0 interval= 18.4 trigger= 18.4 uptime= 6.63%  benefit=34%
    potion_of_the_old_war : start= 2.0 refresh=  0.0 interval=113.6 trigger=  0.0 uptime=16.27%  benefit=16%
    prowl                 : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime= 0.00%  benefit= 1%
    rage_of_the_sleeper   : start= 3.5 refresh=  0.0 interval= 96.7 trigger= 96.7 uptime=11.38%  benefit=11%
  Procs:
     15.4 |  18.35sec : gore
  Gains:
    6756533.2 : leech             (health)
    2265347.6 : brambles          (health)
    836324.7 : natures_guardian  (health)
       459.8 : bear_form         (rage)
       770.1 : bear_melee        (rage)
       141.9 : thrash_bear       (rage)
       284.9 : mangle            (rage)
        20.2 : rake              (combo_points)  (overflow=1.2%)
        45.8 : shred             (combo_points)  (overflow=1.2%)
      3030.1 : energy_regen      (energy)  (overflow=37.8%)
        72.1 : energy_refund     (energy)
       288.5 : galactic_guardian (rage)
  Waiting: 0.00%
Player: Caged_Horror_865 tauren druid guardian 110
  DPS: 394373.6  DPS-Error=168.8/0.043%  DPS-Range=35459/9.0%  DPS-Convergence=69.3%
  HPS: 26588.6 HPS-Error=46.4/0.2%
  DPR=61484.6  RPS-Out=6.4 RPS-In=6.4  Resource=(rage) Waiting=0.0 ApM=65.0
  DTPS: 1952877.1  DTPS-error=1369.8/0.1% 
  TMI: 1718532.5  TMI-error=3253.0/0.2%  TMI-min=1290256.5  TMI-max=2599817.5 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=32695|31070(31070)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1080305  mana=704000|704000
  Generic Stats: mastery=13.69%|13.69%(7752)  versatility=13.42%|12.63%(6000)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=49976|47492(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%  manareg=0|0(0)
  Attack Stats:  power=41647|39577(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=26.89%|26.22%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=6.71%|6.32%(6000)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.36sec  DPE= 219195| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_form                    Count= 23.0| 13.09sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_melee                   Count= 97.7|  3.03sec  DPE=  49376| 4%  DPET=  23802  DPR=   0.0  pDPS=16103  Miss=0.00%  Hit=38581|26444|47222  Crit=78696|53946|96332|26.9%
    brambles                     Count=231.5|  1.29sec  DPE=   9995|23%  DPET=      0  DPR=   0.0  pDPS= 7721  Miss=0.00%  Hit=9995|9995|9995
    brambles_pulse               Count=  0.0|  0.00sec  DPE=      0| 1%  DPET=      0  DPR=   0.0  pDPS= 2915  Miss=0.00%  Hit=13542|13264|16580  Crit=27612|27058|33823|26.9%
    brambles_reflect             Count=231.5|  1.29sec  DPE=  19403| 4%  DPET=      0  DPR=   0.0  pDPS=14988  Miss=0.00%  Hit=15158|14737|18422  Crit=30922|30064|37580|26.9%
    cat_form                     Count= 21.4| 13.64sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    cat_melee                    Count=117.4|  2.53sec  DPE=  36934| 4%  DPET=  44708  DPR=   0.0  pDPS=14484  Miss=0.00%  Hit=29545|21155|30222  Crit=60270|43157|61653|26.9%  Parry=3.0%
    dark_blast                   Count=  5.7| 45.81sec  DPE= 436666| 2%  DPET=      0  DPR=   0.0  pDPS= 8284  Miss=0.00%  Hit=340693|329446|411808  Crit=695038|672070|840088|27.1%
    dash                         Count=  2.0|186.91sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    ferocious_bite               Count=  4.2| 44.43sec  DPE= 508260| 2%  DPET= 506030  DPR=   0.0  pDPS= 7176  Miss=0.00%  Hit=410333|65001|464294  Crit=835593|132602|947159|25.9%  Parry=3.0%
    leech                        Count=200.4|  1.84sec  DPE=  34855|68%  DPET=      0  DPR=   0.0  pDPS=23390  Miss=0.00%  Hit=34855|  10|238209
    mangle                       Count= 44.8|  6.61sec  DPE= 257701|10%  DPET= 205635  DPR=   0.0  pDPS=38506  Miss=0.00%  Hit=201273|131985|244931  Crit=410651|269250|499658|27.0%
    maul                         Count= 65.5|  4.50sec  DPE=  54903| 3%  DPET=      0  DPR=2745.2  pDPS=12004  Miss=0.00%  Hit=39965|26121|48474  Crit=81549|53287|98886|35.9%
    moonfire                     Count= 36.0|  8.15sec  DPE= 732310|22%  DPET= 584771  DPR=   0.0  pDPS=87959  Miss=0.00%  Hit=102230|48149|255190  Crit=208308|98224|520588|26.9%  TickCount=177  MissTick=0.0%  Tick=48574|192|59073  CritTick=99088|839|120509|26.8%  UpTime=98.3%
    natures_guardian             Count=200.4|  1.84sec  DPE=   4767| 9%  DPET=      0  DPR=   0.0  pDPS= 3199  Miss=0.00%  Hit=4767|   1|32611
    potion                       Count=  2.0|  0.00sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    potion_of_the_old_war        Count= 23.4|  6.30sec  DPE= 230361| 5%  DPET=      0  DPR=   0.0  pDPS=18255  Miss=0.00%  Hit=182026|119284|213008  Crit=371381|243340|434536|26.5%  Parry=1.0%
    rage_of_the_sleeper          Count=  3.5| 96.56sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.5|  9.58sec  DPE= 172710| 4%  DPET=      0  DPR=   0.0  pDPS=15263  Miss=0.00%  Hit=172710|172710|172710
    rake                         Count= 21.1| 14.79sec  DPE= 623491|11%  DPET= 620725  DPR=   0.0  pDPS=43826  Miss=0.00%  Hit=86937|56453|161294  Crit=177252|115164|329040|26.0%  Parry=3.0%  TickCount=96  MissTick=0.0%  Tick=88632|28|170972  CritTick=180748|145|348782|26.9%  UpTime=94.2%
    rip                          Count=  9.4| 26.04sec  DPE=1385027|11%  DPET=1378859  DPR=   0.0  pDPS=43263  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=75073|729|91128  CritTick=153166|9369|185902|26.8%  UpTime=90.0%
    shred                        Count= 47.8|  6.23sec  DPE= 193291| 8%  DPET= 192426  DPR=   0.0  pDPS=30901  Miss=0.00%  Hit=155839|105861|160304  Crit=318069|215956|327020|26.0%  Parry=3.0%
    swipe_bear                   Count=  5.6| 48.10sec  DPE= 121167| 1%  DPET= 101972  DPR=   0.0  pDPS= 2261  Miss=0.00%  Hit=94833|65409|97106  Crit=193396|136052|198097|26.7%
    thrash_bear                  Count= 35.4|  8.40sec  DPE= 322957|10%  DPET= 258793  DPR=   0.0  pDPS=38184  Miss=0.00%  Hit=167363|107520|203519  Crit=341469|219340|415179|26.7%  TickCount=97  MissTick=0.0%  Tick=31012|911|38396  CritTick=63284|3572|78328|26.8%  UpTime=97.6%
  Constant Buffs: defiled_augmentation/flask_of_the_seventh_demon/seedbattered_fish_plate
  Dynamic Buffs:
    barkskin              : start= 4.0 refresh=  0.0 interval= 84.3 trigger= 84.3 uptime=17.48%  benefit=18%
    bear_form             : start=23.0 refresh=  0.0 interval= 13.1 trigger= 13.1 uptime=62.16%  benefit=62%
    bloodlust             : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime=13.56%  benefit=43%
    cat_form              : start=23.4 refresh=  0.0 interval= 13.1 trigger= 13.2 uptime=37.84%  benefit=38%
    dash                  : start= 2.0 refresh=  0.0 interval=186.8 trigger=186.8 uptime=10.17%  benefit=10%
    galactic_guardian     : start=36.5 refresh= 44.7 interval=  8.2 trigger=  3.6 uptime=53.18%
    gory_fur              : start= 1.0 refresh=  5.7 interval=  0.0 trigger= 38.0 uptime=86.27%  benefit=86%
    guardian_of_elune     : start= 1.0 refresh= 43.8 interval=226.7 trigger=  6.6 uptime=97.71%  benefit=98%
    mangle                : start=15.4 refresh=  0.0 interval= 18.4 trigger= 18.3 uptime= 6.64%  benefit=34%
    potion_of_the_old_war : start= 2.0 refresh=  0.0 interval=113.7 trigger=  0.0 uptime=16.27%  benefit=16%
    prowl                 : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime= 0.00%  benefit= 1%
    rage_of_the_sleeper   : start= 3.5 refresh=  0.0 interval= 96.7 trigger= 96.7 uptime=11.37%  benefit=11%
  Procs:
     15.4 |  18.34sec : gore
  Gains:
    6985674.1 : leech             (health)
    2313811.9 : brambles          (health)
    955342.2 : natures_guardian  (health)
       460.2 : bear_form         (rage)
       769.2 : bear_melee        (rage)
       141.7 : thrash_bear       (rage)
       285.0 : mangle            (rage)
        20.2 : rake              (combo_points)  (overflow=1.2%)
        45.9 : shred             (combo_points)  (overflow=1.2%)
      3033.5 : energy_regen      (energy)  (overflow=37.8%)
        72.5 : energy_refund     (energy)
       287.8 : galactic_guardian (rage)
  Waiting: 0.00%
Player: Caged_Horror_870 tauren druid guardian 110
  DPS: 394801.8  DPS-Error=166.6/0.042%  DPS-Range=31133/7.9%  DPS-Convergence=68.9%
  HPS: 26612.1 HPS-Error=46.3/0.2%
  DPR=61511.2  RPS-Out=6.4 RPS-In=6.4  Resource=(rage) Waiting=0.0 ApM=65.0
  DTPS: 1952130.4  DTPS-error=1346.2/0.1% 
  TMI: 1720231.1  TMI-error=3265.5/0.2%  TMI-min=1256258.2  TMI-max=2605478.8 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
